pr_number,additions,author_account_age_days,author_followers,author_following,author_prior_avg_pr_size,author_prior_bug_rate,author_prior_buggy_prs,author_prior_prs_in_project,author_public_repos,author_total_gists,author_total_repos,deletions,description_length,description_unique_words,description_word_count,files_added,files_deleted,files_modified,files_renamed,linked_issue_age_days,linked_issue_comments_count,linked_issue_components_count,linked_issue_description_length,linked_issue_description_unique_words,linked_issue_description_word_count,linked_issue_readability_cli,linked_issue_severity_score,linked_issue_subtasks_count,linked_issue_technical_keyword_count,linked_issue_title_length,linked_issue_title_unique_words,linked_issue_title_word_count,linked_issue_total_interactions,num_commits,pr_lifespan_days,readability_cli,src_churn,src_files_count,technical_keyword_count,test_churn,test_files_count,test_to_src_ratio,title_length,title_unique_words,title_word_count,total_churn,author_is_core_contributor,author_is_first_pr,author_is_frequent_contributor,bug_fix,has_checklist,has_code_blocks,has_config_files,has_doc_files,has_exception_keywords,has_linked_issue,has_log_keywords,has_stack_trace,has_urls,has_version_numbers,linked_issue_has_data_loss_keywords,linked_issue_has_error_keywords,linked_issue_has_exception_keywords,linked_issue_has_log_keywords,linked_issue_has_performance_keywords,linked_issue_has_security_keywords,linked_issue_has_stack_trace,linked_issue_has_urls,linked_issue_is_bug,linked_issue_is_enhancement,linked_issue_is_improvement,linked_issue_is_task,pr_was_merged_quickly,test_inclusion,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,bug,security,performance,code_quality_or_maintenability
14779,315,4978,9,6,122.5,0.111,5,45,16,0,16,160,391,42,55,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,3.25,12.0,468,1,5,7,1,0.015,61,10,10,475,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.89343196,2.2220998,1.367651,0.0,1.3617005,1.5991372,0.0,0.0,1.0656363,1.4582686,0.0,0.0,1.437114,0.0,0.92198795,2.2447724,0.0,0.0,0.7432152,1.5300407,0.0,1.4311692,0.0,1.0710864,1.2716416,0.0,0.8454898,0.0,0.30948207,0.6783405,1.8635547,1.5070769,0.0,1.2258973,0.0,0.0,0.0,0.0,1,0,0,0
5035,42,5287,49,0,747.8,0.7,7,10,48,5,48,196,463,57,69,0,2,14,0,3036,13,1,1971,101,263,12.0,0.0,0,6,78,9,11,13,1,0.61,12.0,165,7,1,73,9,0.442,33,4,4,238,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0.0,0.0,0.59091884,2.3907118,1.124049,0.0,2.11659,0.10564275,0.0,0.0,1.1242391,1.8815702,0.0,0.0,0.5749653,0.0,1.3057454,2.2330432,0.0,0.0,0.6591729,1.3119524,0.0,2.7232625,0.0,1.0302128,1.0724491,0.0,1.0122616,0.0,0.45530924,1.7196227,1.0427922,2.6107674,0.0,0.56790316,0.0,0.0,0.0,0.0,1,0,0,1
7409,1642,6280,428,3,355.2,0.429,39,91,42,12,42,2501,1790,148,232,0,0,100,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,59,435.84,12.0,2369,100,4,0,0,0.0,86,9,9,4143,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.2688416,2.0612803,1.4515774,0.0,1.4260048,1.9760565,0.0,0.0,1.1933991,0.8588659,0.0,0.0,1.1676751,0.0,1.1585288,2.5057127,0.0,0.0,1.5242902,1.5120201,0.0,1.6237476,0.0,0.9812141,1.1801751,0.0,1.1673561,0.0,0.7003907,0.65936136,1.4791601,1.2911149,0.0,1.5560893,0.0,0.0,0.0,0.0,1,1,0,1
11074,35,4782,1,0,62.2,0.188,3,16,62,4,62,69,225,20,23,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,3,50.96,12.0,2,1,3,102,1,51.0,75,9,9,104,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.79764295,2.9255338,1.7799528,0.0,1.6191691,1.5091227,0.0,0.0,1.2582533,0.9730291,0.0,0.0,1.5128137,0.0,0.90024644,1.7622458,0.0,0.0,0.70589364,0.7412263,0.0,1.4053745,0.0,1.3883375,2.0690227,0.0,1.2242365,0.0,1.4721861,1.4021637,1.5610209,1.9791508,0.0,1.7014428,0.0,0.0,0.0,0.0,1,0,0,0
14413,296,1400,8,0,737.0,0.857,6,7,1,0,1,297,420,50,62,0,2,7,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,19,27.99,12.0,352,6,1,241,3,0.685,92,14,14,593,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0777582,2.683848,1.043833,0.0,2.3371909,0.52754897,0.0,0.0,1.1329631,1.5450907,0.0,0.0,0.8930278,0.0,1.1664379,2.0698004,0.0,0.0,0.6914358,1.0896292,0.0,2.3657796,0.0,1.0763845,1.2165133,0.0,0.9715916,0.0,0.7375053,1.8952764,1.157144,2.359284,0.0,0.8644294,0.0,0.0,0.0,0.0,1,0,0,0
12725,306,4822,95,20,105.6,0.333,3,9,294,19,294,502,654,69,94,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,7,24.27,12.0,2,1,2,806,1,403.0,65,6,6,808,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.9994916,2.43327,1.2106465,0.0,1.4891506,1.2987034,0.0,0.0,1.8079768,0.30038008,0.0,0.0,1.0062184,0.0,1.303342,2.4401212,0.0,0.0,2.3597238,1.579272,0.0,1.4190577,0.0,1.2270938,1.7012762,0.0,0.6611886,0.0,1.1681132,1.9195037,1.5861138,1.2893963,0.0,0.9903177,0.0,0.0,0.0,0.0,1,0,0,0
5354,56,3740,1,0,58.0,0.0,0,3,2,0,2,26,366,36,54,0,0,4,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,27.02,12.0,70,2,2,12,2,0.171,44,5,5,82,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.6989828,2.7428098,1.3838389,0.0,1.8864139,1.0213345,0.0,0.0,0.54137397,0.537806,0.0,0.0,0.7578564,0.0,1.6898739,2.5515194,0.0,0.0,0.869951,0.5829713,0.0,1.3371006,0.0,1.3964761,0.9879933,0.0,0.9486438,0.0,0.71102846,1.4552239,1.508229,2.496068,0.0,1.0412866,0.0,0.0,0.0,0.0,1,0,0,0
6328,84,4535,89,0,560.0,1.0,3,3,12,1,12,102,438,43,55,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,2,2.91,12.0,186,2,3,0,0,0.0,69,9,9,186,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0145173,3.5320191,1.1086624,0.0,1.9992403,2.8722007,0.0,0.0,0.7889423,0.56240445,0.0,0.0,1.2881367,0.0,0.8448131,1.488427,0.0,0.0,1.2327657,0.7232791,0.0,1.2394669,0.0,1.0491068,1.1049265,0.0,1.1015799,0.0,0.9018961,1.1919495,1.5264759,1.389671,0.0,2.005571,0.0,0.0,0.0,0.0,1,0,0,0
12809,57,3436,10,8,295.8,0.167,2,12,11,0,11,13,202,32,38,0,0,2,0,1133,1,1,497,47,51,12.0,0.6,0,2,50,4,4,3,7,10.52,4.391627906976744,70,2,1,0,0,0.0,37,5,5,70,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0.0,1.1384486,2.420631,0.88795775,0.0,0.678028,1.4212202,0.0,0.0,1.5651561,1.5257847,0.0,0.0,1.6611068,0.0,1.5605162,2.47399,0.0,0.0,0.93370724,1.2284127,0.0,2.0923853,0.0,1.3692518,1.3037459,0.0,1.1971582,0.0,0.73055047,0.9460116,1.4911021,0.84404725,0.0,1.095713,0.0,0.0,0.0,0.0,0,1,0,0
9609,297,4535,89,0,338.9,0.582,82,141,12,1,12,257,207,28,37,1,0,29,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,13.6,11.795918367346944,524,29,2,30,2,0.057,74,12,12,554,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,2.2769039,3.5449195,0.87150747,0.0,1.7210284,1.2416404,0.0,0.0,0.78920406,0.4880241,0.0,0.0,0.6810774,0.0,1.3849292,1.8270566,0.0,0.0,1.6597825,1.0808474,0.0,1.6881148,0.0,1.4169108,1.3239902,0.0,1.0918963,0.0,0.980943,1.7498451,2.1946342,2.059677,0.0,1.2728918,0.0,0.0,0.0,0.0,1,0,0,0
9720,115,3529,10,1,518.3,0.9,9,10,19,0,19,144,466,55,68,0,0,9,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,47.95,12.0,93,2,2,166,7,1.785,41,5,5,259,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.3530908,3.9313052,1.2236164,0.0,2.082794,2.3628123,0.0,0.0,0.60844034,0.8125598,0.0,0.0,1.0183532,0.0,0.831037,1.8565083,0.0,0.0,1.229307,0.6257259,0.0,2.0813682,0.0,0.890166,0.49812964,0.0,1.0476118,0.0,0.76644784,0.59652656,0.8945588,1.5180906,0.0,1.5261215,0.0,0.0,0.0,0.0,1,0,0,1
8204,102,5265,40,3,467.3,0.5,3,6,89,18,89,11,17,2,2,0,0,6,0,2095,1,0,152,17,18,12.0,0.0,0,0,33,3,3,1,5,58.98,12.0,27,3,1,86,3,3.185,45,5,5,113,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,1.442239,2.4384654,0.85544455,0.0,0.58088815,1.1926647,0.0,0.0,1.6021992,1.167785,0.0,0.0,1.8629048,0.0,0.76953787,2.0949168,0.0,0.0,0.3825673,0.7895969,0.0,1.1055238,0.0,1.9282726,1.6083684,0.0,0.8913559,0.0,0.23099908,1.3450257,2.4336174,0.95971906,0.0,1.4064779,0.0,0.0,0.0,0.0,1,0,0,0
11631,74,2626,76,37,105.1,0.234,29,124,41,1,41,147,1073,99,143,0,0,4,0,1435,6,1,1890,137,264,12.0,0.3,0,7,75,8,8,7,5,38.54,12.0,18,1,4,203,3,11.278,68,8,8,221,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0.0,0.0,1.4375461,1.7652225,1.5582075,0.0,1.6497282,1.3235234,0.0,0.0,0.7812256,1.055145,0.0,0.0,1.0078899,0.0,1.0349338,2.3873982,0.0,0.0,0.8837918,1.7632183,0.0,1.4081198,0.0,1.2172202,0.7847703,0.0,0.5350702,0.0,0.6589499,0.46655858,1.3937554,1.4503998,0.0,1.2290109,0.0,0.0,0.0,0.0,1,0,0,0
6147,195,4076,304,81,311.2,0.366,37,101,10,5,10,48,152,26,28,1,0,14,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,3,3.91,12.0,79,11,2,164,5,2.076,58,6,6,243,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.4591095,2.4045656,1.1828644,0.0,1.315383,1.2700332,0.0,0.0,0.9261932,1.2764982,0.0,0.0,1.1301947,0.0,1.3472582,2.4457679,0.0,0.0,0.7347032,1.5011132,0.0,1.4063071,0.0,1.2252909,1.2157092,0.0,0.69383174,0.0,0.38755926,1.000798,1.571405,1.4963762,0.0,0.5521837,0.0,0.0,0.0,0.0,1,0,1,0
7464,14,3799,85,0,209.3,0.625,80,128,14,0,14,16,426,54,66,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0.96,12.0,22,2,1,8,1,0.364,65,5,5,30,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.3662134,3.1979294,2.1383634,0.0,1.1614692,1.3921756,0.0,0.0,1.1305171,0.8821288,0.0,0.0,0.72283363,0.0,1.2737137,2.3680577,0.0,0.0,1.3263454,0.45116103,0.0,1.8409635,0.0,0.715478,0.9790787,0.0,0.9649606,0.0,1.3153603,1.5279214,1.7919538,1.9615697,0.0,1.8144749,0.0,0.0,0.0,0.0,1,0,0,0
7870,36,3905,73,0,43.4,0.471,16,34,9,0,9,2,812,87,115,0,0,2,0,2187,6,1,945,71,101,12.0,0.3,0,3,90,10,11,6,3,30.6,12.0,2,1,3,36,1,18.0,75,10,10,38,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0.0,0.0,1.1969322,1.3446231,2.0883532,0.0,0.44212335,1.4963875,0.0,0.0,0.1650669,1.1547601,0.0,0.0,0.88747054,0.0,0.78959614,2.5584826,0.0,0.0,0.31771168,1.2672961,0.0,1.2220205,0.0,1.7976824,0.96608514,0.0,1.0029278,0.0,0.7387252,0.89547205,0.35461146,2.1508677,0.0,1.3244601,0.0,0.0,0.0,0.0,1,0,0,0
11171,52,3215,16,0,373.0,0.417,20,48,3,1,3,17,815,81,137,0,0,3,0,1585,2,0,1618,130,284,9.711486486486482,0.3,0,2,66,11,12,2,4,2.09,12.0,45,2,2,24,1,0.533,88,14,15,69,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,1.2337973,1.9145744,1.6101856,0.0,1.0255747,1.4428068,0.0,0.0,0.4542828,1.0449331,0.0,0.0,1.1442715,0.0,0.87376654,2.7027256,0.0,0.0,0.73353434,1.0663925,0.0,1.5165628,0.0,1.2794558,1.0721456,0.0,1.0064667,0.0,0.6974622,0.71651185,0.94141686,1.6594707,0.0,1.5396472,0.0,0.0,0.0,0.0,0,0,0,1
9663,61,3844,193,0,389.4,0.628,140,223,20,2,20,39,503,58,70,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,2,0.84,12.0,100,1,1,0,0,0.0,50,7,7,100,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.99664605,2.4695127,1.6270759,0.0,1.7715861,1.8167304,0.0,0.0,0.8215396,0.49136516,0.0,0.0,1.0758339,0.0,1.247817,2.6355743,0.0,0.0,0.97395205,0.28617197,0.0,0.95841324,0.0,1.4447285,1.379529,0.0,0.39392406,0.0,0.86983347,1.5378636,1.1743809,1.8548247,0.0,2.2050998,0.0,0.0,0.0,0.0,1,0,1,0
9418,2417,3844,193,0,358.7,0.623,134,215,20,2,20,706,1700,157,262,9,0,24,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,11,14.84,12.0,1990,24,5,1133,9,0.569,65,9,9,3123,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.95076936,1.427981,1.071667,0.0,0.8089977,0.85636765,0.0,0.0,1.1977609,1.4112654,0.0,0.0,0.2878709,0.0,1.5528675,3.0463562,0.0,0.0,1.2157135,1.928201,0.0,2.267056,0.0,1.732149,1.447002,0.0,0.74437237,0.0,0.18887672,0.7704722,0.8131091,1.3742352,0.0,0.6215176,0.0,0.0,0.0,0.0,1,0,1,0
14111,740,3757,28,0,0.0,0.0,0,0,12,0,12,241,495,55,71,0,0,60,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,6,40.39,12.0,484,34,1,497,26,1.027,59,8,8,981,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.4507314,2.295627,1.1795464,0.0,1.2845294,1.7389718,0.0,0.0,1.1343869,1.3466227,0.0,0.0,1.4620355,0.0,0.80496496,2.2712505,0.0,0.0,0.87372935,1.2253921,0.0,1.7769947,0.0,0.91433007,1.12892,0.0,0.7354862,0.0,0.76751703,1.0108062,1.6817122,1.1245276,0.0,1.3251795,0.0,0.0,0.0,0.0,1,0,1,0
12538,35,3844,193,0,368.5,0.592,205,346,20,2,20,18,3719,148,211,0,0,4,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,2,0.99,12.0,18,3,7,35,1,1.944,53,8,8,53,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.4500637,1.9389224,1.1013587,0.0,2.0394187,1.2120682,0.0,0.0,1.1448663,0.27731535,0.0,0.0,1.713647,0.0,1.3479011,2.3402033,0.0,0.0,0.9914838,0.44728756,0.0,1.6663725,0.0,1.6019647,1.0519596,0.0,0.62666667,0.0,1.6885977,1.417137,1.4877189,1.5650202,0.0,1.6604688,0.0,0.0,0.0,0.0,1,0,0,0
8445,447,3955,421,4,375.5,0.607,99,163,20,2,20,63,1427,115,226,0,0,8,0,2060,4,1,987,93,150,12.0,0.3,0,1,73,10,10,4,15,15.57,12.0,185,5,1,325,3,1.757,68,8,9,510,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0.0,0.0,1.2839714,1.6667196,1.4277222,0.0,1.384968,1.5380557,0.0,0.0,0.88379115,1.079308,0.0,0.0,1.1106257,0.0,0.85994136,2.5480163,0.0,0.0,1.0387274,1.4590938,0.0,1.876959,0.0,1.0125699,0.5535968,0.0,0.6256187,0.0,0.6404705,0.34100753,1.6337581,1.3398395,0.0,1.3747469,0.0,0.0,0.0,0.0,1,1,1,0
9130,15744,3844,193,0,296.9,0.638,127,199,20,2,20,88,817,77,104,59,0,41,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,52,48.13,12.0,7478,83,4,660,17,0.088,53,6,6,15832,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.40125722,1.518042,1.6380124,0.0,0.5164893,1.6406192,0.0,0.0,0.8795864,1.0551765,0.0,0.0,1.464343,0.0,0.7631583,2.7597272,0.0,0.0,0.3648825,0.7974547,0.0,1.7873226,0.0,1.4564315,1.7269841,0.0,1.2998865,0.0,0.93271047,0.47767067,0.9147914,1.7364568,0.0,0.60089177,0.0,0.0,0.0,0.0,1,0,0,1
5323,318,5287,49,0,446.6,0.6,15,25,48,5,48,240,268,36,39,0,0,7,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,3,29.08,12.0,14,1,0,544,6,38.857,47,7,7,558,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1424176,3.40087,1.5603108,0.0,1.9462863,1.7335747,0.0,0.0,1.1743289,1.5276207,0.0,0.0,1.3229382,0.0,1.2565975,1.7413373,0.0,0.0,1.0494153,1.120629,0.0,1.4729627,0.0,0.5483647,0.9945134,0.0,0.8283659,0.0,0.8364296,1.5588702,1.9160419,1.8302664,0.0,1.9172407,0.0,0.0,0.0,0.0,1,0,1,1
8671,21,4079,20,15,563.8,0.25,1,4,19,1,19,6,354,37,42,0,0,2,0,2053,12,1,1282,82,136,12.0,0.0,0,1,116,14,14,12,1,5.37,12.0,18,1,1,9,1,0.5,84,14,14,27,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,1.115043,2.0942762,1.001714,0.0,0.9540519,1.6594644,0.0,0.0,0.8325197,1.5361502,0.0,0.0,1.6762056,0.0,0.9064319,2.2031744,0.0,0.0,0.5601014,1.1911044,0.0,1.7382845,0.0,1.317429,1.2483283,0.0,1.1306031,0.0,0.64362186,0.9643191,1.3382608,1.36005,0.0,1.6880562,0.0,0.0,0.0,0.0,1,0,0,0
10452,23,5287,49,0,442.5,0.466,97,208,48,5,48,94,450,52,67,0,1,34,0,1700,5,0,205,13,13,12.0,0.3,0,3,69,11,11,5,2,0.88,12.0,49,17,1,68,18,1.388,39,5,5,117,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0.0,0.0,0.5762124,3.5713947,1.3387635,0.0,1.966298,0.9867893,0.0,0.0,1.5617393,1.4533329,0.0,0.0,1.0109804,0.0,1.1495427,2.151152,0.0,0.0,1.180879,0.715459,0.0,2.6475058,0.0,0.65182614,1.2858762,0.0,1.4356519,0.0,0.8220759,1.7710799,0.9646766,2.0517159,0.0,0.76427656,0.0,0.0,0.0,0.0,0,0,0,0
13136,741,3911,12,0,339.2,0.125,1,8,38,0,38,295,3903,143,219,2,1,5,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,9,12.73,12.0,709,5,6,327,3,0.461,34,5,5,1036,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.9991678,1.9656867,1.1037048,0.0,2.0966659,0.4391191,0.0,0.0,1.07064,0.6889437,0.0,0.0,1.2344222,0.0,1.2730699,2.485756,0.0,0.0,0.80163026,0.7412458,0.0,2.3489575,0.0,1.2776634,1.3659662,0.0,1.1967183,0.0,1.5193312,1.5529939,0.6512882,2.1604543,0.0,0.2657212,0.0,0.0,0.0,0.0,1,0,0,0
4430,41,4206,0,0,0.0,0.0,0,0,1,0,1,9,844,77,102,0,0,2,0,2952,13,1,1238,74,111,12.0,0.0,0,3,38,2,2,13,3,14.8,12.0,50,2,1,0,0,0.0,49,3,3,50,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,1.5492424,2.8097963,1.0876057,0.0,1.4770626,3.0861714,0.0,0.0,1.0442035,1.2914848,0.0,0.0,1.2970538,0.0,0.7753679,1.7895478,0.0,0.0,1.2769457,1.6387485,0.0,1.7605177,0.0,1.0264486,0.8561531,0.0,1.2030786,0.0,0.5040929,0.9527971,0.7583356,0.9845303,0.0,1.6203957,0.0,0.0,0.0,0.0,1,0,0,0
8917,12,5265,22,1,310.8,0.615,8,13,40,11,40,10,540,61,70,0,0,1,0,1987,3,1,568,28,31,12.0,1.0,0,6,48,9,9,3,1,3.98,12.0,22,1,4,0,0,0.0,41,4,4,22,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0.0,0.0,1.1544961,2.3989987,0.35925904,0.0,1.119852,1.8958887,0.0,0.0,0.625493,1.3110934,0.0,0.0,2.1065557,0.0,0.3890149,1.8864949,0.0,0.0,1.0896853,1.1295933,0.0,2.2827654,0.0,1.275899,0.9348316,0.0,1.1542351,0.0,1.0496386,0.794197,1.1433026,0.89027375,0.0,2.113433,0.0,0.0,0.0,0.0,1,1,0,0
2267,610,4816,88,4,0.0,0.0,0,0,49,7,49,86,774,83,126,1,0,37,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,22,662.6,11.839999999999996,391,26,1,305,12,0.78,47,6,6,696,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.63721776,1.1554203,0.83029944,0.0,0.8964201,0.8094328,0.0,0.0,1.4815007,1.8602862,0.0,0.0,1.1687808,0.0,1.0520616,2.940257,0.0,0.0,0.592854,1.3801768,0.0,2.7919915,0.0,1.0795944,1.2452846,0.0,1.0259955,0.0,0.4427925,1.0258338,0.80746627,1.2926781,0.0,0.039292086,0.0,0.0,0.0,0.0,1,0,1,1
6584,165,4102,50,3,65.5,0.5,1,2,23,4,23,9,630,67,97,2,0,5,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,7,24.3,12.0,133,5,3,41,2,0.308,54,5,5,174,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.802276,1.8859143,1.1292773,0.0,1.3309319,1.4528824,0.0,0.0,1.3880213,1.7530472,0.0,0.0,0.53831124,0.0,1.1547949,2.9059477,0.0,0.0,0.8005662,1.2041167,0.0,2.4076748,0.0,1.2479862,2.0429788,0.0,0.63849497,0.0,0.35357037,1.2160314,1.0720444,1.5495453,0.0,1.040802,0.0,0.0,0.0,0.0,1,0,0,1
14690,2402,1400,8,0,644.7,0.778,7,9,1,0,1,320,507,56,79,2,0,21,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,54,18.76,12.0,1454,16,3,1268,7,0.872,48,6,6,2722,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.6557376,2.1996338,1.3544135,0.0,1.0720416,1.4361581,0.0,0.0,1.116255,1.1258025,0.0,0.0,0.5645467,0.0,1.1349928,2.4733844,0.0,0.0,0.8772769,1.4414015,0.0,1.4299754,0.0,1.7632238,1.5676833,0.0,0.6952373,0.0,0.23521706,0.97837114,1.6764619,1.5142466,0.0,1.2702471,0.0,0.0,0.0,0.0,1,0,1,0
7584,2317,5190,39,0,392.9,0.389,14,36,6,0,6,933,364,42,48,2,1,26,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,6,7.18,12.0,1431,14,2,1819,15,1.271,54,5,5,3250,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.5626603,3.2585633,1.4664727,0.0,2.1376536,2.1888967,0.0,0.0,1.269159,1.0251297,0.0,0.0,1.0389249,0.0,1.1234579,1.7788327,0.0,0.0,1.0008689,0.8090931,0.0,1.4465816,0.0,1.0254978,1.3151474,0.0,0.7279118,0.0,0.8762854,1.5803767,1.9880689,1.8378578,0.0,1.9707608,0.0,0.0,0.0,0.0,1,0,0,1
