pr_number,additions,author_account_age_days,author_avg_pr_size,author_followers,author_following,author_public_repos,author_total_buggy_prs,author_total_gists,author_total_prs_in_project,author_total_repos,deletions,description_length,description_unique_words,description_word_count,files_added,files_deleted,files_modified,files_renamed,linked_issue_age_days,linked_issue_comments_count,linked_issue_components_count,linked_issue_description_length,linked_issue_description_unique_words,linked_issue_description_word_count,linked_issue_readability_cli,linked_issue_severity_score,linked_issue_subtasks_count,linked_issue_technical_keyword_count,linked_issue_title_length,linked_issue_title_unique_words,linked_issue_title_word_count,linked_issue_total_interactions,num_commits,pr_lifespan_days,readability_cli,src_churn,src_files_count,technical_keyword_count,test_churn,test_files_count,test_to_src_ratio,title_length,title_unique_words,title_word_count,total_churn,author_is_core_contributor,author_is_frequent_contributor,bug_fix,has_checklist,has_code_blocks,has_config_files,has_doc_files,has_exception_keywords,has_linked_issue,has_log_keywords,has_merge_conflicts,has_screenshots,has_stack_trace,has_urls,has_version_numbers,linked_issue_has_data_loss_keywords,linked_issue_has_error_keywords,linked_issue_has_exception_keywords,linked_issue_has_log_keywords,linked_issue_has_performance_keywords,linked_issue_has_security_keywords,linked_issue_has_stack_trace,linked_issue_has_urls,linked_issue_is_bug,linked_issue_is_enhancement,linked_issue_is_improvement,linked_issue_is_task,pr_was_merged_quickly,test_inclusion,linked_issue_priority,linked_issue_resolution,linked_issue_status,linked_issue_type,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
8119,120,3420,0,7,0,1,6,0,13,1,8,795,77,121,0,0,2,0,2111,2,1,601,57,82,12.0,0.3,0,3,64,9,9,2,7,4.79,12.0,19,1,4,109,1,5.737,54,6,6,128,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,Critical,Fixed,Resolved,Bug,0.0,0.0,0.0,0.5353533,1.7846657,2.2704573,0.0,0.0,0.0,0.63647413,1.4623514,0.0,0.0,1.3900055,1.2820003,0.0,0.598046,0.0,0.0,2.0487359,1.6742332,0.0,0.0,1.1479763,0.0,0.0,0.3178971,1.6219718,1.8712999,0.0,0.48729536,0.0,0.0,0.0,0.0,0.0,0.0,0.9738111,0.8335674,0.0
13459,653,2734,0,11,3,18,2,0,36,18,627,1745,73,172,3,1,4,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,10,28.83,12.0,648,5,1,632,3,0.975,41,5,5,1280,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0.0,0.0,0.0,0.9048333,0.25828987,0.66656137,0.0,0.0,0.0,0.43871495,1.4252477,0.0,0.0,1.0577304,2.3598285,0.0,1.4520036,0.0,0.0,1.9398466,1.5469707,0.0,0.0,1.901519,0.0,0.0,0.86158407,0.73925126,1.5135411,0.0,1.5732816,0.0,0.0,0.0,0.0,0.0,0.0,0.8830579,0.74225575,0.0
12687,23,5190,0,39,0,6,49,0,277,6,4,803,77,135,0,0,2,0,1980,0,1,701,72,115,12.0,0.5,0,4,48,5,6,0,2,0.25,12.0,8,1,1,19,1,2.375,69,10,10,27,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,Major,Fixed,Resolved,Improvement,0.0,0.0,0.0,0.3077483,1.5863552,1.923257,0.0,0.0,0.0,1.440052,1.5198854,0.0,0.0,1.2182688,1.3364524,0.0,1.2492783,0.0,0.0,1.9593222,1.4645165,0.0,0.0,1.1022589,0.0,0.0,0.47042188,1.8605675,1.2881746,0.0,0.66331875,0.0,0.0,0.0,0.0,0.0,0.0,1.2827384,0.49036926,0.0
11412,578,4365,0,142,439,144,16,17,70,144,441,357,32,41,0,0,45,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,16,20.91,12.0,845,38,2,174,8,0.206,45,7,7,1019,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0.0,0.0,0.0,1.6345378,0.8964668,1.1315715,0.0,0.0,0.0,0.6512772,1.3163706,0.0,0.0,1.4982766,1.3308544,0.0,0.8829978,0.0,0.0,2.0202806,1.5088019,0.0,0.0,1.045228,0.0,0.0,0.40572438,1.2320107,1.1716048,0.0,0.5339117,0.0,0.0,0.0,0.0,0.0,0.0,1.5157579,0.72180974,0.0
11878,27,5158,0,16,8,28,4,0,39,28,28,945,91,118,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0.76,12.0,0,0,2,55,1,0.0,96,3,3,55,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,0.0,0.0,0.0,0.7247034,1.1794993,2.0065718,0.0,0.0,0.0,1.1001151,1.6879027,0.0,0.0,1.5077051,1.3629811,0.0,0.42792583,0.0,0.0,1.8745393,1.6872746,0.0,0.0,1.6182864,0.0,0.0,0.34899393,1.585688,1.5482608,0.0,0.77701145,0.0,0.0,0.0,0.0,0.0,0.0,0.9007754,0.8033763,0.0
14477,92,910,0,3,4,3,0,0,9,3,55,943,85,138,0,0,4,0,786,0,1,373,26,41,12.0,0.0,0,3,59,9,9,0,2,16.03,12.0,44,3,2,103,1,2.341,72,10,10,147,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,Major,Fixed,Resolved,Improvement,0.0,0.0,0.0,1.0281422,1.1950549,1.5177602,0.0,0.0,0.0,1.1399602,1.524625,0.0,0.0,1.5409783,1.4167188,0.0,1.1297826,0.0,0.0,1.707452,1.5710427,0.0,0.0,1.2984167,0.0,0.0,0.45393094,1.7951568,1.2089409,0.0,0.21090323,0.0,0.0,0.0,0.0,0.0,0.0,1.2234359,1.140845,0.0
12508,281,4339,0,3,0,6,5,0,18,6,66,134,17,18,0,0,8,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,17,7.89,12.0,119,3,1,228,5,1.916,62,6,6,347,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0.0,0.0,0.0,1.060197,0.593231,1.0517924,0.0,0.0,0.0,1.0398647,1.418792,0.0,0.0,1.7931517,1.5986898,0.0,0.923545,0.0,0.0,2.4024386,0.81634957,0.0,0.0,1.1986451,0.0,0.0,0.7385473,1.3380879,1.5715643,0.0,1.0534937,0.0,0.0,0.0,0.0,0.0,0.0,2.288159,1.5849545,0.0
14404,146,3436,0,10,8,11,5,0,71,11,240,134,12,12,0,0,3,0,1212,19,0,6960,163,452,12.0,0.2,0,8,35,5,5,19,1,2.78,12.0,0,0,1,386,3,0.0,112,8,8,386,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,Major,Fixed,Resolved,Sub-task,0.0,0.0,0.0,0.9754137,1.4888315,0.5453045,0.0,0.0,0.0,2.063027,0.96259147,0.0,0.0,2.5102048,1.1761944,0.0,1.8108432,0.0,0.0,1.2336148,0.67361677,0.0,0.0,1.8019052,0.0,0.0,1.5856467,0.83952945,0.57403195,0.0,1.2182959,0.0,0.0,0.0,0.0,0.0,0.0,1.4099042,0.8622766,0.0
4943,3,3059,0,5,0,3,0,10,12,3,59,544,63,80,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,2,0.01,12.0,62,3,0,0,0,0.0,41,7,7,62,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,0.0,0.0,0.0,1.9016913,1.1481279,2.1878264,0.0,0.0,0.0,1.78991,1.0724789,0.0,0.0,0.70910686,1.4204633,0.0,0.79929376,0.0,0.0,1.529644,1.6037486,0.0,0.0,1.7459276,0.0,0.0,1.3766134,0.8586298,1.9615047,0.0,0.28624976,0.0,0.0,0.0,0.0,0.0,0.0,0.89983535,1.494804,0.0
12737,157,3956,0,421,4,20,128,2,504,20,0,1136,107,180,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,5,0.25,12.0,157,2,4,0,0,0.0,78,11,11,157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,0.0,0.0,0.0,1.1378772,0.8653293,0.45280164,0.0,0.0,0.0,1.1925582,1.2515252,0.0,0.0,1.1910678,1.4562435,0.0,2.206612,0.0,0.0,1.9491915,1.7283258,0.0,0.0,0.75374085,0.0,0.0,0.52379835,1.8888814,1.2487775,0.0,0.928895,0.0,0.0,0.0,0.0,0.0,0.0,0.8724512,0.9554971,0.0
7972,132,5265,0,40,3,89,17,18,96,89,263,241,31,34,0,0,12,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,7,63.13,12.0,381,9,1,14,3,0.037,46,4,4,395,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0.0,0.0,0.0,1.4354371,1.1440482,1.723646,0.0,0.0,0.0,0.8310274,1.5692033,0.0,0.0,1.2963694,1.4861088,0.0,0.5419662,0.0,0.0,1.1875551,1.216131,0.0,0.0,0.99000317,0.0,0.0,0.29710194,1.0319498,1.7857198,0.0,0.43615398,0.0,0.0,0.0,0.0,0.0,0.0,2.16173,0.819728,0.0
14708,553,4710,0,42,6,8,4,4,17,8,515,412,49,58,4,0,12,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,5,3.37,12.0,1068,16,1,0,0,0.0,57,7,7,1068,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,1.0998093,1.6787606,1.428642,0.0,0.0,0.0,1.028674,1.3955842,0.0,0.0,1.3617417,1.4422307,0.0,1.3254267,0.0,0.0,1.9356903,1.2699729,0.0,0.0,1.1354234,0.0,0.0,1.0894417,1.2117991,1.4159731,0.0,0.23041198,0.0,0.0,0.0,0.0,0.0,0.0,1.2420349,0.662795,0.0
11238,15,4379,0,19,0,14,28,0,91,14,1,797,82,120,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,3,299.8,12.0,16,1,2,0,0,0.0,68,11,11,16,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.5771661,1.3074349,1.904927,0.0,0.0,0.0,1.3167291,0.8398888,0.0,0.0,0.9794,1.3885467,0.0,0.72477293,0.0,0.0,2.4512885,1.8810097,0.0,0.0,1.5791204,0.0,0.0,0.67125773,1.4963326,2.185843,0.0,1.2645448,0.0,0.0,0.0,0.0,0.0,0.0,0.73757094,0.6116145,0.0
12847,266,5847,0,83,31,29,85,1,463,29,131,272,32,37,0,0,6,0,1114,0,0,150,18,26,12.0,0.0,0,0,38,3,3,0,3,18.21,12.0,140,4,2,257,2,1.836,68,8,8,397,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Major,Fixed,Resolved,Sub-task,0.0,0.0,0.0,1.1420277,1.2956042,1.1760561,0.0,0.0,0.0,0.69322383,1.3733379,0.0,0.0,0.8075794,1.8196459,0.0,1.1757149,0.0,0.0,2.3507893,1.1284503,0.0,0.0,1.2322536,0.0,0.0,0.9162401,1.0933455,1.5868183,0.0,0.82123697,0.0,0.0,0.0,0.0,0.0,0.0,2.0918174,1.2336508,0.0
10400,24,3196,0,80,53,182,29,1,181,182,33,485,47,58,0,0,7,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,22.0,12.0,0,0,1,57,7,0.0,36,7,7,57,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0.0,0.0,0.0,1.6250205,0.6637313,0.95113456,0.0,0.0,0.0,1.0687641,1.4201752,0.0,0.0,0.80816853,2.2911887,0.0,0.8931288,0.0,0.0,1.7064227,1.2534158,0.0,0.0,1.9226367,0.0,0.0,1.2399718,0.5194288,1.0412201,0.0,1.2964911,0.0,0.0,0.0,0.0,0.0,0.0,1.5195849,1.068606,0.0
9166,63,3844,0,193,0,20,214,2,710,20,12,625,70,89,0,0,2,0,1932,0,0,574,46,62,12.0,0.3,0,0,42,6,6,0,1,0.7,12.0,25,1,2,50,1,2.0,62,8,8,75,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,Major,Fixed,Resolved,Bug,0.0,0.0,0.0,0.6499181,1.6923773,1.763369,0.0,0.0,0.0,0.5424677,1.6416479,0.0,0.0,0.79179305,1.6114166,0.0,1.3130969,0.0,0.0,2.0333185,1.3865266,0.0,0.0,1.3996605,0.0,0.0,0.6004088,1.8507636,1.899006,0.0,0.23771045,0.0,0.0,0.0,0.0,0.0,0.0,1.0969617,0.72455657,0.0
4673,405,4465,0,11,0,2,13,0,52,2,66,991,86,147,1,0,7,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,7,10.72,12.0,257,5,4,214,3,0.833,54,8,8,471,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0.0,0.0,0.0,0.7813451,0.9551899,1.1825052,0.0,0.0,0.0,1.2167448,1.3888508,0.0,0.0,1.9613653,1.5680289,0.0,1.6406287,0.0,0.0,2.0795076,1.6561344,0.0,0.0,0.98456293,0.0,0.0,0.6040485,1.8578954,0.90450317,0.0,0.9979948,0.0,0.0,0.0,0.0,0.0,0.0,0.51673293,1.0109771,0.0
7434,16,4921,0,17,7,34,12,2,73,34,1,199,23,26,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,4,210.89,12.0,17,1,1,0,0,0.0,31,4,4,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,1.2612537,1.2699058,1.9326463,0.0,0.0,0.0,1.3292766,0.85398823,0.0,0.0,0.6944862,1.0551418,0.0,1.084582,0.0,0.0,1.7312428,1.5745003,0.0,0.0,1.3249189,0.0,0.0,1.2402892,0.61468095,2.3284264,0.0,0.9809078,0.0,0.0,0.0,0.0,0.0,0.0,1.7867632,0.85945344,0.0
5513,59,5287,0,49,0,48,109,5,298,48,27,343,40,45,0,0,4,0,2662,6,1,954,77,129,12.0,0.3,0,3,54,9,9,6,1,0.1,12.0,46,2,2,40,2,0.87,50,6,6,86,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,Critical,Fixed,Resolved,Bug,0.0,0.0,0.0,1.138584,0.8673758,1.3768988,0.0,0.0,0.0,0.9852439,1.9621954,0.0,0.0,1.1112916,1.4675086,0.0,1.0371165,0.0,0.0,1.834903,1.1126562,0.0,0.0,0.89227694,0.0,0.0,0.4267954,1.4076722,1.7512153,0.0,0.7479054,0.0,0.0,0.0,0.0,0.0,0.0,1.7201319,0.52289987,0.0
12584,14,5220,0,8,4,8,1,1,1,8,1,640,69,97,0,0,2,0,1181,0,1,135,19,20,12.0,0.0,0,4,27,3,3,0,2,3.62,12.0,3,1,4,12,1,4.0,44,5,5,15,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Major,Fixed,Resolved,Bug,0.0,0.0,0.0,0.00084949285,1.6207277,1.7296903,0.0,0.0,0.0,0.9959843,1.6122102,0.0,0.0,1.0943044,1.4782865,0.0,0.84132826,0.0,0.0,2.0219831,1.7478919,0.0,0.0,0.9917721,0.0,0.0,0.48272517,1.7263943,1.3572456,0.0,0.7297163,0.0,0.0,0.0,0.0,0.0,0.0,1.4478906,0.70124984,0.0
5392,16,4076,0,304,81,10,120,5,788,10,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0.75,8.666666666666664,23,1,0,0,0,0.0,35,6,6,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,0.0,0.0,0.0,1.3712393,0.26175195,1.9558523,0.0,0.0,0.0,0.434877,0.035899255,0.0,0.0,2.4378095,1.1329662,0.0,1.3000298,0.0,0.0,1.7318786,1.0136259,0.0,0.0,1.4198663,0.0,0.0,1.1180617,1.2647649,1.7491261,0.0,0.5273907,0.0,0.0,0.0,0.0,0.0,0.0,1.6090962,0.5829539,0.0
6501,41,4076,0,304,81,10,120,5,788,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,3,0.85,11.168,41,1,0,0,0,0.0,37,5,5,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,0.0,0.0,0.0,1.1473552,0.45499426,1.9178265,0.0,0.0,0.0,0.5697149,0.027907524,0.0,0.0,2.3819542,1.6767088,0.0,1.1664424,0.0,0.0,1.7911286,0.8902424,0.0,0.0,0.8836122,0.0,0.0,0.64386785,1.5842786,2.4225864,0.0,0.49101862,0.0,0.0,0.0,0.0,0.0,0.0,1.696833,0.8663378,0.0
6502,57,3706,0,7,1,8,23,0,44,8,49,0,0,0,0,0,9,0,2442,2,1,340,39,52,12.0,0.3,0,3,81,7,7,2,1,34.44,11.606666666666662,23,3,1,83,6,3.609,38,6,6,106,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,Major,Fixed,Resolved,Bug,0.0,0.0,0.0,1.2221569,0.94465786,2.1683767,0.0,0.0,0.0,0.6339854,0.96516204,0.0,0.0,2.3262062,1.051293,0.0,0.77221346,0.0,0.0,1.9363855,0.37117273,0.0,0.0,1.126689,0.0,0.0,0.79042137,1.9016309,2.0404286,0.0,0.4472744,0.0,0.0,0.0,0.0,0.0,0.0,2.0134892,1.022255,0.0
9990,23,4845,0,112,122,70,3,5,20,70,2,175,19,22,0,0,2,0,1766,1,1,1314,71,85,12.0,0.3,0,2,89,10,10,1,1,29.21,12.0,4,1,1,21,1,5.25,65,7,7,25,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,Critical,Fixed,Resolved,Bug,0.0,0.0,0.0,0.8604079,1.1125246,1.5005047,0.0,0.0,0.0,0.7687031,1.3527032,0.0,0.0,0.6451946,2.0839062,0.0,0.6035899,0.0,0.0,1.9548687,1.2811086,0.0,0.0,1.4076911,0.0,0.0,0.6836338,0.77292275,1.9285161,0.0,0.6387657,0.0,0.0,0.0,0.0,0.0,0.0,2.3574119,0.8392067,0.0
14478,18,862,0,0,1,2,0,0,13,2,2,351,33,52,0,0,2,0,785,0,0,360,33,52,12.0,0.3,0,0,63,8,8,0,4,13.16,12.0,4,1,1,16,1,4.0,65,8,8,20,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,Minor,Fixed,Resolved,Bug,0.0,0.0,0.0,0.44757316,1.30714,1.927263,0.0,0.0,0.0,1.4382513,1.2650927,0.0,0.0,2.2649648,0.97769564,0.0,0.9051258,0.0,0.0,1.6111265,1.1992495,0.0,0.0,0.9428553,0.0,0.0,0.25696084,2.1026819,1.216472,0.0,0.70266545,0.0,0.0,0.0,0.0,0.0,0.0,1.5284851,0.65805167,0.0
9053,2,5287,0,49,0,48,109,5,298,48,54,249,34,37,0,0,4,0,1983,16,1,4194,66,114,12.0,0.3,0,5,30,3,3,16,1,0.19,12.0,46,2,1,10,2,0.217,64,7,7,56,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,Major,Fixed,Resolved,Test,0.0,0.0,0.0,1.0280334,1.1192931,1.7587553,0.0,0.0,0.0,1.1993262,1.1483413,0.0,0.0,0.6631356,1.5347729,0.0,0.35203087,0.0,0.0,2.2269213,1.5954689,0.0,0.0,1.1912556,0.0,0.0,0.5853304,1.1068693,2.6258638,0.0,0.5240713,0.0,0.0,0.0,0.0,0.0,0.0,1.6394196,0.3432604,0.0
8108,24,5710,0,9,2,1,1,1,1,1,1,494,47,59,0,0,2,0,2115,17,1,640,42,50,12.0,0.3,0,2,44,4,4,17,5,6.15,12.0,5,1,1,20,1,4.0,49,5,5,25,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,Major,Fixed,Resolved,Bug,0.0,0.0,0.0,0.82201856,1.296741,1.6817627,0.0,0.0,0.0,0.854028,1.809076,0.0,0.0,1.0181602,1.4039594,0.0,1.1157395,0.0,0.0,2.0452948,1.3460593,0.0,0.0,0.95544785,0.0,0.0,0.7593462,1.9705722,1.424697,0.0,0.3043193,0.0,0.0,0.0,0.0,0.0,0.0,1.4153168,0.59553903,0.0
11178,72,2862,0,8,3,15,7,1,25,15,2,197,20,24,0,0,3,0,1574,0,1,216,29,36,12.0,0.0,0,3,44,8,8,0,2,0.57,12.0,11,2,2,63,1,5.727,57,9,9,74,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,Blocker,Fixed,Resolved,Bug,0.0,0.0,0.0,0.80930674,1.0853109,1.1806496,0.0,0.0,0.0,0.61103517,1.5377349,0.0,0.0,1.6118152,1.4897492,0.0,1.051781,0.0,0.0,1.920191,1.0707562,0.0,0.0,1.7208753,0.0,0.0,0.83338,1.2844855,1.7775716,0.0,1.4823177,0.0,0.0,0.0,0.0,0.0,0.0,1.875764,1.4914414,0.0
9968,43,5249,0,2218,0,195,0,4,2,195,26,708,72,103,0,0,2,0,1778,14,1,3803,72,108,12.0,0.3,0,3,100,12,12,14,1,0.34,12.0,29,1,2,40,1,1.379,69,9,9,69,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,Critical,Fixed,Closed,Bug,0.0,0.0,0.0,0.682372,1.5421928,2.0147183,0.0,0.0,0.0,1.0316293,1.5410358,0.0,0.0,1.2713765,1.6190715,0.0,1.171538,0.0,0.0,1.5687498,1.6163452,0.0,0.0,0.9777678,0.0,0.0,0.7255561,1.5994358,1.6311016,0.0,0.29553962,0.0,0.0,0.0,0.0,0.0,0.0,0.99727255,0.77548516,0.0
11034,83,4783,0,1,0,62,4,4,26,62,112,225,20,23,0,1,1,0,1598,0,1,736,77,107,12.0,0.0,0,0,57,4,4,0,1,0.61,12.0,0,0,2,195,2,0.0,70,5,5,195,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Major,Fixed,Resolved,Improvement,0.0,0.0,0.0,1.5446409,1.0624148,0.5562403,0.0,0.0,0.0,0.35993943,1.0033411,0.0,0.0,0.8470401,1.5214305,0.0,1.5945951,0.0,0.0,2.293709,1.1988813,0.0,0.0,1.7508237,0.0,0.0,0.60980165,0.67952913,1.969767,0.0,0.6407436,0.0,0.0,0.0,0.0,0.0,0.0,1.263276,0.13827813,0.0
11487,83,6018,0,26,11,12,15,1,148,12,48,280,39,42,0,0,5,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,2,5.04,12.0,0,0,1,131,5,0.0,46,7,7,131,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0.0,0.0,0.0,1.5438066,1.2250502,1.389649,0.0,0.0,0.0,1.003194,1.5234246,0.0,0.0,1.3334825,1.5518451,0.0,1.0855516,0.0,0.0,1.0951558,0.95189846,0.0,0.0,1.3439106,0.0,0.0,0.72218764,0.96685004,1.5267093,0.0,0.7874726,0.0,0.0,0.0,0.0,0.0,0.0,1.8736567,0.6604164,0.0
9726,112,5254,0,79,4,68,49,2,312,68,0,447,49,56,0,0,6,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,3,56.53,12.0,63,5,3,49,1,0.778,69,9,9,112,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0.0,0.0,0.0,0.948464,1.5953593,1.609846,0.0,0.0,0.0,0.7403013,1.5721163,0.0,0.0,1.024948,1.5160838,0.0,1.2182989,0.0,0.0,1.6668009,1.3768214,0.0,0.0,0.87855816,0.0,0.0,0.66100883,1.6771301,1.8891076,0.0,0.5923846,0.0,0.0,0.0,0.0,0.0,0.0,1.5846969,1.155493,0.0
9040,21,4405,0,30,8,31,31,2,139,31,4,1188,119,183,0,0,1,0,1957,0,1,1244,117,208,12.0,0.5,0,3,58,10,10,0,1,2.23,12.0,25,1,4,0,0,0.0,71,11,11,25,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,Minor,Fixed,Resolved,Test,0.0,0.0,0.0,0.75533414,1.3396395,1.8534296,0.0,0.0,0.0,1.0465187,1.0991534,0.0,0.0,1.0024054,1.74187,0.0,1.0795673,0.0,0.0,2.0886803,1.9314598,0.0,0.0,0.8919607,0.0,0.0,0.55000937,2.0297058,1.9751812,0.0,1.1086652,0.0,0.0,0.0,0.0,0.0,0.0,0.70898277,1.1889122,0.0
14433,16,6280,0,428,3,42,109,12,815,42,10,435,43,60,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0.95,12.0,24,2,2,2,1,0.083,48,7,7,26,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,0.0,0.0,0.0,0.76942176,0.73378235,1.2897072,0.0,0.0,0.0,1.3365879,1.5999625,0.0,0.0,0.55757594,1.9183165,0.0,1.1470457,0.0,0.0,1.5883697,1.5329515,0.0,0.0,1.5722728,0.0,0.0,0.95179194,0.3974645,1.7860477,0.0,0.8905406,0.0,0.0,0.0,0.0,0.0,0.0,1.9519769,0.66537565,0.0
11898,21,2626,0,76,37,41,45,1,340,41,8,897,84,138,0,0,2,0,2590,19,1,4780,56,117,12.0,0.3,0,10,39,3,3,19,5,6.01,12.0,20,1,5,9,1,0.45,43,6,6,29,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,Blocker,Fixed,Resolved,Bug,0.0,0.0,0.0,0.45587245,1.4063938,1.833139,0.0,0.0,0.0,1.4230859,1.622609,0.0,0.0,0.979706,1.2313774,0.0,1.280222,0.0,0.0,2.1353908,1.6568797,0.0,0.0,1.0118997,0.0,0.0,0.35041723,2.1706614,1.6168615,0.0,0.9764182,0.0,0.0,0.0,0.0,0.0,0.0,0.70127016,0.46598452,0.0
13651,13,5170,0,101,0,58,113,6,510,58,8,346,35,50,0,0,2,0,989,1,1,433,50,69,12.0,0.3,0,1,73,9,9,1,1,0.34,12.0,19,1,1,2,1,0.105,48,6,6,21,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,Critical,Fixed,Resolved,Sub-task,0.0,0.0,0.0,0.6216274,1.3039161,2.069338,0.0,0.0,0.0,1.0011358,1.3505476,0.0,0.0,1.9696106,1.1361616,0.0,0.978446,0.0,0.0,2.071404,1.1313214,0.0,0.0,0.94251066,0.0,0.0,0.7840404,2.2398126,1.5161382,0.0,0.78381354,0.0,0.0,0.0,0.0,0.0,0.0,1.147429,0.9634281,0.0
